68,65,79,99,90,88,23,28,37,40,13,27,96,16,76,37,60,35,28,62,10,69,99,74,79,13,22,74,94,91,82,40,46,61,45,88,86,91,95,17,54,9,83,28,5,56,98,61,86,77,53,63,34,85,25,79,90,8,92,90,80,73,20,86,41,7,23,77,97,79,32,36,75,11,2,1,88,22,79,28,5,97,43,42,22,67,50,91,17,29,21,4,79,6,69,17,7,7,68,57,
18,30,88,20,79,38,74,34,28,90,67,49,61,27,86,34,76,5,31,5,41,68,58,9,96,88,73,39,59,22,14,47,24,42,45,90,82,36,60,55,15,82,90,58,8,97,5,19,17,3,77,47,33,43,46,65,61,98,15,4,52,73,92,70,94,14,15,25,71,60,24,19,2,37,79,34,10,49,99,41,10,13,94,29,33,38,18,41,75,57,84,76,3,37,69,16,59,54,68,89,
76,69,22,32,22,34,66,14,64,70,17,14,58,34,39,6,27,84,67,57,4,2,68,68,7,48,93,83,5,18,40,48,73,98,9,82,92,40,41,96,34,8,33,73,37,70,90,5,83,38,64,5,80,27,73,90,77,16,9,58,98,13,20,11,9,52,56,16,51,36,19,31,95,76,83,98,74,79,67,6,45,48,54,68,86,79,89,52,14,95,69,16,84,95,24,15,11,32,62,72,
76,14,33,84,68,5,9,18,29,69,94,93,73,41,5,46,28,80,80,41,64,6,54,57,92,91,97,12,65,55,6,52,79,72,96,99,97,99,22,90,94,2,26,52,55,40,47,82,0,46,70,49,65,4,2,91,66,11,83,35,1,53,90,64,68,36,58,27,4,49,83,38,13,13,57,22,40,72,82,85,6,30,64,7,91,9,5,17,69,77,0,18,80,35,31,33,99,83,51,48,
91,2,95,19,48,83,69,82,74,29,7,11,56,26,56,70,85,41,95,79,72,40,93,76,82,73,68,96,72,94,81,67,74,88,78,40,7,0,35,60,96,18,13,64,19,68,33,93,38,37,70,14,75,5,16,55,90,29,9,58,85,56,22,49,89,29,60,96,9,53,16,58,67,0,81,12,16,10,97,35,78,80,53,9,63,85,79,35,36,74,19,53,78,12,20,63,72,93,45,30,
4,49,39,62,51,60,14,10,22,2,64,59,29,58,99,49,9,65,2,71,23,85,97,4,48,12,69,48,47,59,8,46,44,6,93,62,1,14,43,72,66,95,59,27,60,5,94,95,81,72,27,29,38,88,99,46,4,55,99,31,69,20,16,16,16,9,56,66,91,55,27,1,32,41,21,24,6,46,90,35,15,35,34,85,38,24,49,69,98,80,37,31,92,86,91,56,27,18,75,42,
63,51,87,20,90,31,30,28,9,72,20,88,55,47,27,22,17,53,35,36,60,23,64,21,71,33,92,61,25,73,30,57,10,78,1,91,77,17,27,41,61,93,49,3,35,64,54,63,88,58,99,1,55,31,80,78,51,18,9,68,5,28,19,24,32,64,6,12,0,18,55,76,65,27,4,42,95,81,72,34,43,49,4,33,93,34,23,86,78,60,93,11,5,37,76,22,34,99,30,10,
22,98,78,18,88,51,51,18,55,24,30,76,42,45,72,37,96,47,87,62,74,98,93,26,18,36,38,74,75,77,18,52,93,98,75,19,80,62,83,50,48,8,85,96,55,26,75,89,8,65,44,85,48,0,16,18,49,85,43,34,59,65,56,48,31,21,66,11,5,3,70,83,67,80,53,36,98,36,1,92,26,96,66,41,1,55,9,37,57,99,77,63,97,7,75,59,30,45,25,85,
99,21,95,22,51,14,43,82,29,66,9,60,90,1,48,56,34,53,26,64,51,58,90,67,87,70,75,70,27,96,63,45,36,0,93,31,43,13,7,91,68,0,26,49,91,22,92,97,56,64,95,34,93,47,71,29,76,7,94,49,82,2,17,11,35,89,24,25,25,74,51,17,34,53,68,40,22,2,70,4,91,61,11,41,46,18,31,78,88,79,19,87,89,53,55,29,37,80,53,75,
34,84,87,60,0,35,69,12,68,52,46,28,17,35,21,69,99,81,10,51,44,2,65,13,4,64,83,98,94,98,71,1,87,75,8,43,35,99,73,95,55,34,71,31,91,12,77,79,79,42,72,93,45,6,89,90,7,88,59,91,39,54,37,16,49,3,5,5,0,19,14,61,3,94,31,28,82,98,78,24,23,66,87,37,20,29,69,49,0,82,72,6,42,32,4,8,64,0,52,72,
86,6,38,20,58,59,16,60,99,96,82,38,79,4,77,0,43,87,32,99,68,79,6,69,43,84,35,16,28,67,24,86,5,68,24,22,96,93,45,96,9,15,67,41,41,59,89,62,97,98,83,71,72,30,30,82,89,54,80,99,26,94,93,25,89,66,42,41,8,32,48,13,61,89,62,63,41,52,79,10,60,5,1,75,87,76,62,41,12,95,12,83,84,53,20,59,78,15,93,7,
17,99,23,95,23,82,47,46,56,98,55,37,32,54,66,42,63,78,56,8,16,2,32,87,28,84,85,95,68,11,81,20,64,89,15,35,55,41,0,69,57,45,72,40,92,23,62,58,3,3,74,98,36,16,70,64,52,8,75,81,72,39,68,53,26,14,89,87,89,69,54,88,62,46,85,74,12,51,24,99,35,1,32,7,96,52,5,53,70,26,69,40,93,62,15,30,71,77,24,13,
90,35,13,72,52,34,7,14,87,33,78,13,26,11,47,38,48,76,85,6,15,18,87,74,25,88,63,40,40,15,40,84,12,85,3,38,98,45,13,8,48,51,52,58,45,42,20,69,44,94,29,21,63,90,19,81,7,8,57,84,93,8,60,55,46,53,62,46,29,56,90,57,44,17,19,37,36,51,53,40,36,56,52,96,70,24,31,76,2,73,53,26,9,8,82,63,8,28,18,90,
5,39,79,0,77,81,26,88,67,28,66,35,29,56,84,67,96,31,67,41,54,0,75,62,54,16,44,55,8,55,20,53,21,62,75,29,0,33,43,59,65,56,62,0,59,11,64,94,21,91,68,43,29,33,23,74,76,97,25,87,57,28,2,23,83,21,42,32,50,50,33,66,61,32,12,2,52,85,12,65,38,82,58,10,62,78,51,93,55,85,3,29,28,6,28,55,60,25,30,4,
71,1,90,65,22,32,14,52,20,78,76,28,94,58,39,67,82,99,76,66,69,29,6,9,0,96,99,27,75,60,42,14,4,11,0,5,25,60,7,69,3,27,19,70,18,13,19,6,37,11,31,19,58,70,18,16,83,65,64,61,45,84,54,98,29,72,47,86,54,97,77,87,90,49,21,44,39,11,61,99,85,48,49,43,48,12,68,71,14,31,54,17,0,3,23,90,89,79,30,97,
14,47,27,85,52,29,36,57,71,36,96,96,40,55,26,38,62,65,81,6,81,46,57,68,14,17,7,15,27,49,54,64,22,36,43,55,51,84,77,36,22,60,91,11,0,11,56,43,8,89,71,8,16,85,39,25,3,57,42,8,50,97,45,76,98,44,98,63,66,88,38,89,80,13,9,57,52,52,19,14,69,19,77,37,70,27,31,5,11,58,27,74,99,64,72,0,46,94,90,15,
52,65,82,77,44,61,89,87,43,38,15,40,3,34,38,95,74,27,70,82,34,19,69,9,50,57,56,42,97,67,33,69,70,83,33,87,9,51,23,23,27,86,37,20,14,77,18,62,81,69,9,98,12,10,30,99,79,35,19,28,93,30,24,99,72,84,78,20,58,49,91,60,1,61,38,11,9,80,29,30,87,22,95,13,29,70,63,5,59,30,61,90,52,16,37,29,91,31,57,11,
99,25,68,29,19,70,14,78,48,55,56,9,81,91,7,10,49,35,94,45,72,95,31,2,6,14,46,80,48,7,77,94,42,60,93,37,17,37,21,71,16,27,34,89,95,86,24,99,44,62,4,50,42,78,31,30,35,73,24,13,25,13,49,37,25,84,56,77,90,29,73,48,95,99,35,25,94,46,31,25,33,57,68,95,67,99,54,35,71,45,12,20,31,80,30,2,16,75,18,47,
43,22,24,37,72,14,69,81,73,82,97,73,72,69,66,59,54,82,7,68,69,39,52,2,59,71,89,56,38,67,94,15,36,83,44,68,61,27,41,77,3,57,74,72,30,69,54,71,18,79,89,83,45,79,28,69,38,50,19,46,65,14,71,39,7,84,33,34,60,41,66,79,5,8,24,81,32,40,24,71,80,70,76,65,95,40,64,80,70,85,84,38,92,88,69,84,49,3,91,43,
5,16,13,83,22,10,37,46,75,98,57,10,23,12,71,26,9,17,69,44,17,6,28,60,37,55,5,14,87,78,47,40,60,60,12,81,13,86,67,56,15,5,95,81,36,18,58,87,31,13,84,83,98,14,75,51,57,21,57,59,51,68,27,18,38,87,8,79,28,34,32,47,51,54,18,6,16,98,38,97,50,50,36,71,13,48,31,39,92,23,56,32,79,26,10,60,43,6,28,92,
73,99,23,73,65,40,49,66,92,75,23,8,44,52,66,25,76,25,74,2,99,28,88,23,80,62,19,1,66,52,35,14,13,62,6,36,62,34,24,92,1,15,45,44,43,66,48,91,92,94,39,57,21,96,67,78,10,48,54,15,61,9,39,71,21,22,51,28,67,72,80,3,22,16,9,89,36,59,2,34,30,58,75,74,24,48,67,44,69,60,30,85,64,52,75,65,17,23,45,89,
37,75,46,43,96,9,36,67,87,40,37,73,60,36,70,55,7,87,73,96,62,91,76,86,64,91,27,95,41,15,51,86,5,1,92,59,32,72,12,87,19,20,89,54,67,6,26,2,92,49,40,58,34,47,80,69,53,77,79,88,34,65,45,59,70,89,63,32,87,53,6,95,54,12,95,44,17,42,27,45,89,7,17,90,41,51,79,97,87,91,50,58,43,52,55,34,53,76,54,40,
40,57,31,18,55,97,42,27,91,62,73,70,19,53,70,83,6,29,1,98,21,24,8,6,81,51,15,31,89,65,61,38,41,75,4,64,41,65,69,3,11,11,11,37,20,80,22,84,92,95,2,33,94,55,60,69,53,34,28,27,30,57,56,46,1,19,66,98,3,61,94,86,57,24,72,60,20,24,63,5,22,25,91,1,34,66,48,24,97,1,42,39,38,18,43,45,86,15,54,61,
72,3,56,36,81,8,29,60,81,61,43,84,49,95,64,15,96,44,71,30,19,69,91,60,56,98,34,89,47,98,28,40,38,3,20,13,86,5,79,65,51,25,54,33,1,95,11,61,57,73,45,57,89,52,97,0,90,13,29,28,77,80,62,37,76,61,47,20,77,84,91,83,12,84,66,24,81,28,86,99,11,34,21,94,9,87,37,17,2,1,27,6,92,98,24,71,49,97,78,27,
57,78,66,9,66,90,1,8,23,73,84,18,65,82,97,88,74,54,78,36,69,5,19,76,62,62,10,8,80,1,6,44,30,64,55,50,93,52,73,52,47,34,7,5,14,31,27,90,99,2,98,81,94,51,98,51,24,91,38,68,83,66,49,18,62,91,46,14,44,30,77,67,26,13,87,71,99,64,53,77,5,58,5,55,40,29,26,59,39,77,68,81,59,20,63,44,34,32,18,53,
51,26,63,21,41,28,15,91,98,47,33,90,12,1,34,4,18,47,51,62,77,37,56,44,74,8,68,1,46,30,48,40,68,85,74,16,73,13,75,10,99,87,66,60,83,73,44,7,99,99,79,48,38,34,76,95,42,18,3,45,71,38,33,66,80,24,22,73,18,71,36,87,37,27,90,11,44,54,70,99,37,41,8,15,81,96,36,15,69,57,3,84,10,70,57,66,37,67,58,8,
23,6,88,52,11,90,45,7,39,76,26,19,79,97,5,38,9,15,26,85,3,24,46,21,5,56,86,14,31,39,27,73,70,0,83,87,89,14,1,6,58,11,93,93,74,94,13,41,51,3,73,37,57,89,55,74,1,96,77,49,26,97,44,66,59,20,69,33,1,75,57,7,25,13,85,35,17,31,47,72,83,40,23,4,75,73,27,49,55,28,86,66,22,73,33,55,42,22,5,31,
10,57,15,61,12,19,36,11,32,23,18,50,91,64,24,15,32,91,74,67,37,67,96,9,83,7,40,4,18,81,54,34,94,14,24,93,32,76,56,74,44,27,63,6,11,12,36,84,37,44,48,64,39,50,17,64,33,62,15,48,67,24,40,34,14,67,27,13,76,56,91,89,99,5,86,67,83,78,68,72,33,85,8,63,94,85,8,63,34,40,37,59,52,8,99,79,75,33,76,55,
70,31,86,76,42,73,82,17,26,95,99,16,90,13,91,69,61,21,37,52,49,36,75,31,47,92,92,91,24,28,30,43,87,63,64,85,25,78,76,87,72,69,17,71,75,22,10,89,61,68,73,5,91,94,26,18,45,18,65,10,52,40,15,87,7,48,23,89,0,53,10,16,0,39,77,83,24,10,87,99,79,60,43,36,43,0,96,76,74,20,71,7,36,29,60,50,87,1,65,17,
93,83,55,69,78,55,88,38,30,90,51,97,5,84,58,86,77,89,57,60,37,60,46,15,75,91,11,61,51,89,73,94,80,87,43,19,3,73,15,25,90,44,0,76,67,12,78,82,70,67,42,49,42,29,29,59,49,69,29,7,40,38,45,93,60,64,52,89,54,66,90,92,37,55,53,60,81,69,39,85,91,91,77,25,30,99,82,23,67,59,76,21,75,59,91,31,58,40,66,45,
92,21,64,30,19,36,23,55,68,91,42,55,82,80,31,12,11,90,32,21,4,95,2,15,85,11,9,57,47,24,28,55,98,77,42,21,3,19,87,78,87,14,12,57,83,88,12,44,96,23,26,19,15,43,57,81,65,14,63,11,46,56,32,69,17,60,50,9,37,25,67,84,2,49,62,32,24,44,68,46,41,98,98,85,81,48,5,36,88,33,90,0,25,13,24,24,66,40,83,96,
1,25,46,57,85,22,37,17,94,12,38,60,13,82,55,47,5,94,41,3,60,25,1,30,6,79,49,38,43,60,97,62,49,25,37,57,8,34,99,34,3,90,37,5,6,17,27,64,66,59,46,43,52,57,76,35,74,53,40,94,6,56,84,60,68,64,67,7,8,97,84,4,72,89,53,99,9,61,23,36,48,52,98,80,79,32,84,2,43,37,25,52,22,21,90,38,85,41,79,30,
47,81,56,17,54,57,44,60,42,90,97,23,59,7,52,46,37,19,37,1,99,74,43,8,64,13,92,84,29,48,9,28,82,92,47,52,18,53,35,90,72,56,63,17,3,0,98,7,97,38,77,29,13,31,98,2,65,73,74,68,62,13,63,16,43,6,35,89,28,36,52,38,48,36,17,1,46,35,82,48,33,65,53,81,70,67,56,35,51,97,25,94,57,44,32,45,24,83,19,57,
19,53,94,34,33,60,78,18,47,15,10,82,42,38,80,40,7,0,44,48,14,85,69,83,30,10,7,84,72,39,43,16,16,56,98,18,76,7,86,88,32,1,6,67,7,0,83,64,4,1,37,75,77,69,83,5,77,84,0,20,86,55,96,75,95,37,14,30,35,74,22,84,30,23,60,99,81,35,34,17,29,84,17,58,92,83,70,78,3,32,67,4,11,39,10,79,66,14,56,37,
58,67,96,85,63,6,84,74,60,18,77,12,87,57,90,52,95,14,63,33,56,83,39,36,79,31,52,1,10,24,75,60,91,94,79,35,26,21,95,24,77,55,23,73,40,97,79,67,85,25,67,22,90,70,58,88,53,79,19,82,6,15,21,9,6,73,68,89,13,42,23,38,48,73,9,58,49,23,91,2,25,54,80,0,79,29,38,40,16,74,17,86,54,81,97,34,68,40,66,91,
46,81,70,34,52,90,43,57,79,79,36,63,43,67,44,67,36,59,0,87,92,16,21,65,65,5,69,80,90,18,85,31,47,31,53,6,20,8,71,17,77,73,43,95,3,2,51,31,65,93,37,9,78,23,77,50,90,22,65,74,60,55,52,22,34,76,1,86,83,46,66,25,55,63,98,34,6,30,65,92,21,71,46,38,10,95,43,51,31,96,75,28,17,9,52,71,74,16,3,22,
11,4,33,49,19,77,99,15,68,5,31,63,63,96,24,80,67,94,39,69,83,0,71,76,94,67,39,86,36,86,93,55,91,88,78,75,72,93,65,8,95,20,36,35,53,44,89,33,93,78,20,18,6,67,67,16,11,23,54,11,88,81,24,95,26,94,19,40,10,5,49,43,42,40,95,8,73,84,65,96,0,7,83,96,67,5,51,25,53,32,85,88,39,58,2,83,74,52,79,83,
35,10,29,23,29,64,40,7,60,52,45,30,4,9,33,77,64,77,37,13,78,62,19,41,52,34,30,19,20,33,55,23,28,82,26,54,14,21,90,23,81,78,60,97,84,3,14,96,66,86,25,46,79,90,78,38,71,38,4,24,62,87,35,29,21,79,60,29,99,44,10,86,82,76,23,44,79,41,18,1,93,75,58,64,89,52,93,67,29,64,10,63,38,64,66,23,62,83,98,57,
87,45,84,99,89,76,71,54,92,79,83,82,37,57,93,86,63,72,7,51,15,86,52,3,94,45,46,94,3,54,81,76,14,20,72,47,14,16,94,74,84,43,46,22,66,8,61,74,85,92,73,84,78,10,16,73,88,75,61,33,5,6,11,28,55,70,91,9,56,97,6,94,6,74,60,33,83,58,92,51,22,57,16,92,78,6,60,99,83,56,7,67,90,70,95,1,72,91,94,68,
46,34,79,12,50,61,96,2,8,22,8,81,31,63,92,8,40,94,78,60,96,82,76,70,86,34,62,40,92,12,22,97,17,14,23,81,98,31,55,38,53,34,0,72,43,4,56,69,3,64,4,74,47,82,64,80,47,70,85,42,91,86,73,13,85,59,32,94,18,47,73,8,52,68,5,76,33,82,55,93,1,33,92,37,89,57,97,35,66,18,15,27,64,66,72,24,10,17,97,10,
6,30,36,40,98,44,28,13,47,4,24,94,13,13,59,16,35,58,60,56,51,91,8,74,99,99,93,68,61,78,94,52,49,87,31,50,94,80,4,11,84,61,90,21,59,4,15,1,22,22,76,82,33,13,95,70,25,45,83,95,52,12,31,50,11,5,98,19,52,71,7,83,39,8,55,5,23,13,45,21,16,40,72,41,27,33,46,1,87,33,96,25,2,24,55,48,69,39,69,72,
5,89,19,1,10,21,40,3,61,90,34,18,91,47,87,54,54,32,15,42,87,98,74,19,6,14,56,97,24,83,21,17,20,39,24,46,92,20,61,24,96,44,15,11,61,63,40,49,59,42,26,18,56,69,89,88,6,54,34,19,63,92,42,26,67,37,35,16,48,27,85,2,26,3,13,25,28,4,50,41,95,58,1,65,27,38,15,26,38,1,70,66,3,39,19,3,30,30,82,71,
98,93,59,46,29,89,28,10,72,89,55,65,94,48,80,40,95,44,90,31,70,79,10,4,77,21,73,2,24,73,77,66,85,51,9,88,81,62,66,58,86,58,24,71,26,6,99,71,72,20,29,35,62,21,23,49,82,96,58,96,34,95,34,91,70,46,12,51,33,97,57,86,21,90,11,8,39,68,84,3,39,42,28,85,65,76,72,72,67,39,2,20,8,26,24,94,90,71,5,63,
0,98,62,17,76,70,68,46,54,28,88,70,73,66,19,76,13,70,63,31,86,76,52,22,4,56,5,73,19,83,68,1,33,66,90,8,2,41,5,19,11,84,75,47,12,82,41,13,37,43,74,5,7,44,12,65,37,92,9,42,23,19,30,73,32,37,29,46,76,34,51,49,67,77,3,15,58,50,44,57,45,97,76,57,96,25,16,45,6,88,3,81,86,91,60,82,20,60,2,89,
57,7,69,10,26,93,89,36,48,63,13,6,32,63,41,41,35,13,61,17,97,46,66,60,69,6,54,6,41,62,79,79,8,17,49,63,82,54,93,47,34,33,85,78,18,60,57,29,52,27,85,10,86,96,80,93,38,35,86,25,61,52,95,80,9,95,35,94,26,2,14,33,28,61,51,86,43,2,11,70,12,25,97,96,45,25,50,44,44,77,23,5,8,47,95,0,85,12,15,46,
39,5,54,26,33,38,85,22,5,53,4,45,90,1,62,4,27,98,57,4,27,7,21,28,91,33,39,74,66,10,55,52,82,9,10,81,28,88,22,46,92,11,23,45,40,1,60,53,8,72,94,81,20,69,96,30,5,94,46,23,94,97,56,72,53,73,91,68,59,6,72,21,81,17,22,19,24,64,20,29,7,28,33,33,32,37,87,93,98,53,86,53,11,14,27,54,94,38,26,40,
29,41,64,84,74,80,9,5,49,51,91,28,40,74,56,48,64,30,0,33,18,44,27,6,21,26,33,72,99,62,72,95,79,47,68,35,89,52,96,9,80,22,86,60,93,5,80,47,76,35,69,17,94,17,1,93,54,16,27,98,91,89,49,90,20,51,79,97,51,67,24,30,55,50,68,55,18,70,30,15,94,62,57,18,61,43,71,54,48,28,21,7,52,32,92,99,25,89,53,90,
34,41,58,78,8,47,52,63,39,78,31,22,62,88,0,63,82,47,56,74,62,58,31,29,44,21,62,35,18,20,17,56,52,82,50,13,66,0,4,98,58,93,44,73,93,55,82,92,42,27,92,54,25,60,57,50,39,53,22,76,7,38,33,67,70,55,8,70,29,82,45,0,9,89,26,5,68,49,11,92,3,36,65,63,70,67,68,44,27,9,84,64,88,10,75,83,24,72,39,98,
